Title,Director,Category,Hearts,Link
MICROSESSION The Impact of the War in Ukraine on the International Film Industry,,Industry Conference,16,https://2022.tiffr.com/shows/microsession-the-impact-of-the-war-in-ukraine-on-the-international-film-industry
MICROSESSION Underrepresented to Unstoppable: More Voices Need More Opportunities in Film,,Industry Conference,98,https://2022.tiffr.com/shows/microsession-underrepresented-to-unstoppable-more-voices-need-more-opportunities-in-film
Mirror Mirror,Sandulela Asanda,Short Cuts,7,https://2022.tiffr.com/shows/mirror-mirror
"Miúcha, The Voice of Bossa Nova","Daniel Zarvos, Liliane Mutti",TIFF Docs,89,https://2022.tiffr.com/shows/miucha-the-voice-of-bossa-nova
Moonage Daydream,Brett Morgen,Special Presentations,543,https://2022.tiffr.com/shows/moonage-daydream
Moonrise,Vincent Grenier,Wavelengths,2,https://2022.tiffr.com/shows/moonrise
Moving On,Paul Weitz,Gala Presentations,615,https://2022.tiffr.com/shows/moving-on
The Mummy,Stephen Sommers,Festival Street,45,https://2022.tiffr.com/shows/the-mummy
Municipal Relaxation Module,Matthew Rankin,Short Cuts,10,https://2022.tiffr.com/shows/municipal-relaxation-module
Muru,Tearepa Kahi,Contemporary World Cinema,178,https://2022.tiffr.com/shows/muru
My Imaginary Country,Patricio Guzmán,TIFF Docs,118,https://2022.tiffr.com/shows/my-imaginary-country
My Policeman,Michael Grandage,Special Presentations,1088,https://2022.tiffr.com/shows/my-policeman
"My Sailor, My Love",Klaus Härö,Contemporary World Cinema,195,https://2022.tiffr.com/shows/my-sailor-my-love
Mystery Road: Origin,Dylan River,Primetime,41,https://2022.tiffr.com/shows/mystery-road-origin
Nanitic,Carol Nguyen,Short Cuts,13,https://2022.tiffr.com/shows/nanitic
Nanny,Nikyatu Jusu,Special Presentations,408,https://2022.tiffr.com/shows/nanny
The NeverEnding Story,Wolfgang Petersen,Festival Street,20,https://2022.tiffr.com/shows/the-neverending-story
The Newest Olds,Pablo Mazzolo,Wavelengths,5,https://2022.tiffr.com/shows/the-newest-olds
Nightalk,Donald Shebib,Contemporary World Cinema,187,https://2022.tiffr.com/shows/nightalk
No Bears,Jafar Panahi,Special Presentations,365,https://2022.tiffr.com/shows/no-bears
No Ghost in the Morgue,Marilyn Cooke,Short Cuts,6,https://2022.tiffr.com/shows/no-ghost-in-the-morgue
Nope,Jordan Peele,Special Presentations,46,https://2022.tiffr.com/shows/nope-0ddaccc8-b227-49da-928f-dc44db881077
Nope,Jordan Peele,Special Presentations,203,https://2022.tiffr.com/shows/nope
North of Normal,Carly Stone,Contemporary World Cinema,242,https://2022.tiffr.com/shows/north-of-normal
Not Your Average Queen,Rochee Jeffrey,Industry Conference,1,https://2022.tiffr.com/shows/not-your-average-queen
N’xaxaitkw,Asia Youngman,Short Cuts,14,https://2022.tiffr.com/shows/n-xaxaitkw
Old Haunts,Kyoko Miyake,Industry Conference,3,https://2022.tiffr.com/shows/old-haunts-f23a67c2-bd07-4605-af31-e1399bd019a2
Old Haunts,Kyoko Miyake,Industry Conference,2,https://2022.tiffr.com/shows/old-haunts
One Fine Morning,Mia Hansen-Løve,Special Presentations,616,https://2022.tiffr.com/shows/one-fine-morning
On the Come Up,Sanaa Lathan,Special Presentations,409,https://2022.tiffr.com/shows/on-the-come-up
The Origin of Evil,Sébastien Marnier,Contemporary World Cinema,292,https://2022.tiffr.com/shows/the-origin-of-evil
Other People's Children,Rebecca Zlotowski,Special Presentations,268,https://2022.tiffr.com/shows/other-people-s-children
Pacifiction,Albert Serra,Wavelengths,317,https://2022.tiffr.com/shows/pacifiction
Paris Memories,Alice Winocour,Gala Presentations,368,https://2022.tiffr.com/shows/paris-memories
The Pass,Pepi Ginsberg,Short Cuts,14,https://2022.tiffr.com/shows/the-pass
Patrick and the Whale,Mark Fletcher,TIFF Docs,276,https://2022.tiffr.com/shows/patrick-and-the-whale
Pearl,Ti West,Midnight Madness,560,https://2022.tiffr.com/shows/pearl
The People's Joker,Vera Drew,Midnight Madness,399,https://2022.tiffr.com/shows/the-people-s-joker
PERSPECTIVES Comedy Creators,,Industry Conference,97,https://2022.tiffr.com/shows/perspectives-comedy-creators
PERSPECTIVES DocuMentality: The Growth of a Movement,,Industry Conference,50,https://2022.tiffr.com/shows/perspectives-documentality-the-growth-of-a-movement
PERSPECTIVES Narrative Sovereignty: From Slashers to Sci-Fi: Exploring The Significance of Indigenous Genre Films,,Industry Conference,58,https://2022.tiffr.com/shows/perspectives-narrative-sovereignty-from-slashers-to-sci-fi-exploring-the-significance-of-indigenous-genre-films
PERSPECTIVES The Future of Exhibition,,Industry Conference,84,https://2022.tiffr.com/shows/perspectives-the-future-of-exhibition
"PERSPECTIVES Truth, Lies and a Million Dollar Board Game",,Industry Conference,19,https://2022.tiffr.com/shows/perspectives-truth-lies-and-a-million-dollar-board-game
Phantom,Jennifer Noonan,Industry Conference,0,https://2022.tiffr.com/shows/phantom
The Pill,Jenn Shaw,Industry Conference,1,https://2022.tiffr.com/shows/the-pill
The Pill,Jenn Shaw,Industry Conference,1,https://2022.tiffr.com/shows/the-pill
Plan 75,Chie Hayakawa,Contemporary World Cinema,449,https://2022.tiffr.com/shows/plan-75
Pleasure Garden,Rita Ferrando,Short Cuts,12,https://2022.tiffr.com/shows/pleasure-garden
Pray for Our Sinners,Sinéad O'Shea,TIFF Docs,145,https://2022.tiffr.com/shows/pray-for-our-sinners
Prisoner's Daughter,Catherine Hardwicke,Gala Presentations,491,https://2022.tiffr.com/shows/prisoner-s-daughter
Project Wolf Hunting,Kim Hongsun,Midnight Madness,493,https://2022.tiffr.com/shows/project-wolf-hunting
Puerta a puerta,"Luis Arnías, Jessica Sarah Rinland",Wavelengths,0,https://2022.tiffr.com/shows/puerta-a-puerta
Le Pupille,Alice Rohrwacher,Short Cuts,10,https://2022.tiffr.com/shows/le-pupille
Queens of the Qing Dynasty,Ashley McKenzie,Wavelengths,235,https://2022.tiffr.com/shows/queens-of-the-qing-dynasty
Quiet Minds Silent Streets,Karen Chapman,Short Cuts,4,https://2022.tiffr.com/shows/quiet-minds-silent-streets
Raymond & Ray,Rodrigo García,Gala Presentations,686,https://2022.tiffr.com/shows/raymond-ray
RBCxMusic Artist: DESIIRE,,Festival Street,19,https://2022.tiffr.com/shows/rbcxmusic-artist-desiire
RBCxMusic Artist: Jhyve,,Festival Street,13,https://2022.tiffr.com/shows/rbcxmusic-artist-jhyve
RBCxMusic Artist: Kennen,,Festival Street,8,https://2022.tiffr.com/shows/rbcxmusic-artist-kennen
RBCxMusic Artist: Zenesoul,,Festival Street,22,https://2022.tiffr.com/shows/rbcxmusic-artist-zenesoul
Rest Stop,Crystal Kayiza,Short Cuts,5,https://2022.tiffr.com/shows/rest-stop
The Return of Tanya Tucker: Featuring Brandi Carlile,Kathlyn Horan,Special Presentations,79,https://2022.tiffr.com/shows/the-return-of-tanya-tucker-featuring-brandi-carlile
Return to Dust,Li Ruijun,Contemporary World Cinema,191,https://2022.tiffr.com/shows/return-to-dust
Return to Seoul,Davy Chou,Discovery,514,https://2022.tiffr.com/shows/return-to-seoul
Riceboy Sleeps,Anthony Shim,Platform,387,https://2022.tiffr.com/shows/riceboy-sleeps
R.M.N.,Cristian Mungiu,Contemporary World Cinema,338,https://2022.tiffr.com/shows/r-m-n
Roost,Amy Redford,Gala Presentations,488,https://2022.tiffr.com/shows/roost
ROSIE,Gail Maurice,Discovery,310,https://2022.tiffr.com/shows/rosie
Runner,Marian Mathias,Discovery,105,https://2022.tiffr.com/shows/runner
Saint Omer,Alice Diop,Special Presentations,421,https://2022.tiffr.com/shows/saint-omer
Same Old,Lloyd Lee Choi,Short Cuts,8,https://2022.tiffr.com/shows/same-old
Sanctuary,Zachary Wigon,Special Presentations,674,https://2022.tiffr.com/shows/sanctuary
The Sarah Hegazi Documentary,Nicole Teeny,Industry Conference,2,https://2022.tiffr.com/shows/the-sarah-hegazi-documentary
The Sarah Hegazi Documentary,Nicole Teeny,Industry Conference,2,https://2022.tiffr.com/shows/the-sarah-hegazi-documentary
Scaring Women At Night,Karimah Zakia Issa,Short Cuts,13,https://2022.tiffr.com/shows/scaring-women-at-night
School of Rock,Richard Linklater,Festival Street,47,https://2022.tiffr.com/shows/school-of-rock
Self-Portrait As A Coffee Pot,William Kentridge,TIFF Docs,87,https://2022.tiffr.com/shows/self-portrait-as-a-coffee-pot
Shadow of the Butterflies,Sofia El Khyari,Short Cuts,2,https://2022.tiffr.com/shows/shadow-of-the-butterflies
She Always Wins,Hazel McKibbin,Short Cuts,6,https://2022.tiffr.com/shows/she-always-wins
SHIMONI,Angela Wanjiku Wamai,Discovery,97,https://2022.tiffr.com/shows/shimoni
Short Cuts Programme 01,,Short Cuts,155,https://2022.tiffr.com/shows/short-cuts-programme-01
Short Cuts Programme 02,,Short Cuts,133,https://2022.tiffr.com/shows/short-cuts-programme-02
Short Cuts Programme 03,,Short Cuts,115,https://2022.tiffr.com/shows/short-cuts-programme-03
Short Cuts Programme 04,,Short Cuts,124,https://2022.tiffr.com/shows/short-cuts-programme-04
Short Cuts Programme 05,,Short Cuts,144,https://2022.tiffr.com/shows/short-cuts-programme-05
Short Cuts Programme 06,,Short Cuts,136,https://2022.tiffr.com/shows/short-cuts-programme-06
Sick,John Hyams,Midnight Madness,393,https://2022.tiffr.com/shows/sick
Sidney,Reginald Hudlin,Gala Presentations,329,https://2022.tiffr.com/shows/sidney
Simo,Aziz Zoromba,Short Cuts,2,https://2022.tiffr.com/shows/simo
Sister Act,Emile Ardolino,Festival Street,11,https://2022.tiffr.com/shows/sister-act
Sisu,Jalmari Helander,Midnight Madness,356,https://2022.tiffr.com/shows/sisu
Slaight Music Artist: New Friends,,Festival Street,6,https://2022.tiffr.com/shows/slaight-music-artist-new-friends
Slaight Music Artist: Roslyn Witter,,Festival Street,5,https://2022.tiffr.com/shows/slaight-music-artist-roslyn-witter
Snow and the Bear,Selcen Ergun,Discovery,123,https://2022.tiffr.com/shows/snow-and-the-bear
Snow in September,Lkhagvadulam (Dulmaa) Purev-Ochir,Short Cuts,1,https://2022.tiffr.com/shows/snow-in-september
Soft (previously announced as Pussy),Joseph Amenta,Discovery,423,https://2022.tiffr.com/shows/pussy
Something You Said Last Night,Luis De Filippis,Discovery,325,https://2022.tiffr.com/shows/something-you-said-last-night
So Much Tenderness,Lina Rodríguez,Contemporary World Cinema,216,https://2022.tiffr.com/shows/so-much-tenderness
The Son,Florian Zeller,Gala Presentations,902,https://2022.tiffr.com/shows/the-son
Sparta,,Contemporary World Cinema,127,https://2022.tiffr.com/shows/sparta
SPECIAL INDUSTRY EVENT Academy 365,,Industry Conference,68,https://2022.tiffr.com/shows/special-industry-event-academy-365
SPECIAL INDUSTRY EVENT IndieWire Presents: Screen Talk Live,,Industry Conference,17,https://2022.tiffr.com/shows/special-industry-event-indiewire-presents-screen-talk-live
SPOTLIGHT 2022 Breaking Through The Lens Finalist Presentations,,Industry Conference,18,https://2022.tiffr.com/shows/spotlight-2022-breaking-through-the-lens-finalist-presentations
SPOTLIGHT Do It the Spanish Way! Spain-Canada Coproduction Forum,,Industry Conference,25,https://2022.tiffr.com/shows/spotlight-do-it-the-spanish-way-spain-canada-coproduction-forum
SPOTLIGHT Everything Under the Sun and... More!,,Industry Conference,4,https://2022.tiffr.com/shows/spotlight-everything-under-the-sun-and-more-cfe4a4b8-60ee-4438-b7fd-938f4aa19d91
SPOTLIGHT Everything Under the Sun and... More!,,Industry Conference,10,https://2022.tiffr.com/shows/spotlight-everything-under-the-sun-and-more
SPOTLIGHT ITALY! A STRATEGIC FILM PARTNER - Italy's Leading Film Industry Experts Share Insights,,Industry Conference,33,https://2022.tiffr.com/shows/spotlight-italy-a-strategic-film-partner-italy-s-leading-film-industry-experts-share-insights
SPOTLIGHT on Cents and Sensibility: Making Meaningful Change in the World of Film Financing,,Industry Conference,91,https://2022.tiffr.com/shows/spotlight-on-cents-and-sensibility-making-meaningful-change-in-the-world-of-film-financing
SPOTLIGHT on the Renewal of the Canada-France Co-Production Treaty,,Industry Conference,31,https://2022.tiffr.com/shows/spotlight-on-the-renewal-of-the-canada-france-co-production-treaty
SPOTLIGHT on Ukrainian Producers,,Industry Conference,20,https://2022.tiffr.com/shows/spotlight-on-ukrainian-producers
SPOTLIGHT The Big Pitch presented by CaribbeanTales Media Group,,Industry Conference,58,https://2022.tiffr.com/shows/spotlight-the-big-pitch-presented-by-caribbeantales-media-group
SPOTLIGHT The Colombian Film and Television Industry,,Industry Conference,25,https://2022.tiffr.com/shows/spotlight-the-colombian-film-and-television-industry
SPOTLIGHT Welcome to Indigenous Filmmakers at TIFF,,Industry Conference,33,https://2022.tiffr.com/shows/spotlight-welcome-to-indigenous-filmmakers-at-tiff
Stellar,Darlene Naponse,Contemporary World Cinema,194,https://2022.tiffr.com/shows/stellar
Stonewalling,"Huang Ji, Ryuji Otsuka",Contemporary World Cinema,260,https://2022.tiffr.com/shows/stonewalling
Stories Not to be Told,Cesc Gay,Special Presentations,284,https://2022.tiffr.com/shows/stories-not-to-be-told
Strictly Ballroom,Baz Luhrmann,TIFF Cinematheque,69,https://2022.tiffr.com/shows/strictly-ballroom
Subtraction,Mani Haghighi,Platform,354,https://2022.tiffr.com/shows/subtraction
El Suplente,Diego Lerman,Special Presentations,175,https://2022.tiffr.com/shows/el-suplente
Susie Searches,Sophie Kargman,Discovery,468,https://2022.tiffr.com/shows/susie-searches
The Swearing Jar,Lindsay MacKay,Contemporary World Cinema,234,https://2022.tiffr.com/shows/the-swearing-jar
Sweet As,Jub Clerc,Discovery,173,https://2022.tiffr.com/shows/sweet-as
The Swimmers,Sally El Hosaini,Gala Presentations,606,https://2022.tiffr.com/shows/the-swimmers
Tales from the Gimli Hospital Redux,Guy Maddin,TIFF Cinematheque,78,https://2022.tiffr.com/shows/tales-from-the-gimli-hospital-redux
The Taste of Apples is Red,Ehab Tarabieh,Discovery,134,https://2022.tiffr.com/shows/the-taste-of-apples-is-red
Theatre of Thought,Werner Herzog,TIFF Docs,360,https://2022.tiffr.com/shows/theatre-of-thought
This Place,V. T. Nayani,Discovery,292,https://2022.tiffr.com/shows/this-place
Thompson Egbo-Egbo,,Festival Street,11,https://2022.tiffr.com/shows/thompson-egbo-egbo
Thunder,Carmen Jaquier,Platform,283,https://2022.tiffr.com/shows/thunder
The Time That Separates Us,Parastoo Anoushahpour,Wavelengths,3,https://2022.tiffr.com/shows/the-time-that-separates-us
To Kill A Tiger,Nisha Pahuja,TIFF Docs,121,https://2022.tiffr.com/shows/to-kill-a-tiger
Tora's Husband,Rima Das,Platform,80,https://2022.tiffr.com/shows/tora-s-husband
Toronto Dance Theatre: Quick Takes on Dance,,Festival Street,26,https://2022.tiffr.com/shows/toronto-dance-theatre-quick-takes-on-dance
Tremor,Rudolf Fitzgerald Leonard,Short Cuts,2,https://2022.tiffr.com/shows/tremor
Triangle of Sadness,Ruben Östlund,Special Presentations,1341,https://2022.tiffr.com/shows/triangle-of-sadness
UHF,Jay Levey,Festival Street,35,https://2022.tiffr.com/shows/uhf
The Umbrella Men,John Barker,Contemporary World Cinema,185,https://2022.tiffr.com/shows/the-umbrella-men
Under The Fig Trees,Erige Sehiri,Contemporary World Cinema,150,https://2022.tiffr.com/shows/under-the-fig-trees
Unrest,Cyril Schäublin,Wavelengths,206,https://2022.tiffr.com/shows/unrest
Unruly,Malou Reymann,Discovery,154,https://2022.tiffr.com/shows/unruly
Until Branches Bend,Sophie Jarvis,Discovery,176,https://2022.tiffr.com/shows/until-branches-bend
Untold Hours,Daniel Warth,Short Cuts,1,https://2022.tiffr.com/shows/untold-hours
Valeria Is Getting Married,Michal Vinik,Contemporary World Cinema,165,https://2022.tiffr.com/shows/valeria-is-getting-married
Venus,Jaume Balagueró,Midnight Madness,404,https://2022.tiffr.com/shows/venus
V/H/S/99,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",Midnight Madness,324,https://2022.tiffr.com/shows/v-h-s-99
Vicenta B.,Carlos Lechuga,Contemporary World Cinema,121,https://2022.tiffr.com/shows/vicenta-b
Victim,Michal Blaško,Contemporary World Cinema,136,https://2022.tiffr.com/shows/victim
Viking,Stéphane Lafleur,Platform,510,https://2022.tiffr.com/shows/viking
VISIONARIES Efe Çakarel,,Industry Conference,52,https://2022.tiffr.com/shows/visionaries-efe-cakarel
VISIONARIES Hillary Rodham Clinton & Chelsea Clinton,,Industry Conference,111,https://2022.tiffr.com/shows/visionaries-hillary-rodham-clinton-chelsea-clinton
VISIONARIES Inside the Brain of Werner Herzog,,Industry Conference,139,https://2022.tiffr.com/shows/visionaries-inside-the-brain-of-werner-herzog
VISIONARIES Laura Poitras,,Industry Conference,56,https://2022.tiffr.com/shows/visionaries-what-laura-poitras-learned-from-nan-goldin
VISIONARIES S.S. Rajamouli,,Industry Conference,63,https://2022.tiffr.com/shows/visionaries-s-s-rajamouli
VISIONARIES Tyler Perry,,Industry Conference,119,https://2022.tiffr.com/shows/visionaries-tyler-perry
Walk Up,Hong Sangsoo,Special Presentations,371,https://2022.tiffr.com/shows/walk-up
War Sailor,Gunnar Vikene,Contemporary World Cinema,181,https://2022.tiffr.com/shows/war-sailor
The Water Murmurs,Jianying (Story) Chen,Short Cuts,10,https://2022.tiffr.com/shows/the-water-murmurs
Wavelengths 1: Fata Morgana,,Wavelengths,89,https://2022.tiffr.com/shows/wavelengths-1-fata-morgana
Wavelengths 2: Crisis of Contact,,Wavelengths,82,https://2022.tiffr.com/shows/wavelengths-2-crisis-of-contact
We Are Pat,Ro Haber,Industry Conference,0,https://2022.tiffr.com/shows/we-are-pat
We Are Pat,Ro Haber,Industry Conference,0,https://2022.tiffr.com/shows/we-are-pat
We Are Still Here,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",Contemporary World Cinema,255,https://2022.tiffr.com/shows/we-are-still-here
Weird: The Al Yankovic Story,Eric Appel,Midnight Madness,1058,https://2022.tiffr.com/shows/weird-the-al-yankovic-story
Wendell & Wild,Henry Selick,Special Presentations,616,https://2022.tiffr.com/shows/wendell-wild
Werckmeister Harmonies,"Béla Tarr, Ágnes Hranitzky",TIFF Cinematheque,66,https://2022.tiffr.com/shows/werckmeister-harmonies
Werckmeister Harmonies,"Béla Tarr, Ágnes Hranitzky",TIFF Cinematheque,54,https://2022.tiffr.com/shows/werckmeister-harmonies-b5e45311-3e2f-45aa-9d8b-41332207d044
West Side Story,Steven Spielberg,Festival Street,52,https://2022.tiffr.com/shows/west-side-story
The Whale,Darren Aronofsky,Special Presentations,1542,https://2022.tiffr.com/shows/the-whale
What Rules The Invisible,Tiffany Sia,Wavelengths,1,https://2022.tiffr.com/shows/what-rules-the-invisible
What's Love Got To Do With It?,Shekhar Kapur,Gala Presentations,605,https://2022.tiffr.com/shows/what-s-love-got-to-do-with-it
When Morning Comes,Kelly Fyffe-Marshall,Discovery,276,https://2022.tiffr.com/shows/when-morning-comes
While We Watched,Vinay Shukla,TIFF Docs,124,https://2022.tiffr.com/shows/while-we-watched
Wildflower,Matt Smukler,Contemporary World Cinema,391,https://2022.tiffr.com/shows/wildflower
Will-o'-the-Wisp,João Pedro Rodrigues,Wavelengths,201,https://2022.tiffr.com/shows/will-o-the-wisp
Winter Boy,Christophe Honoré,Contemporary World Cinema,266,https://2022.tiffr.com/shows/winter-boy
Wolf Saga,,Festival Street,9,https://2022.tiffr.com/shows/wolf-saga
The Woman King,Gina Prince-Bythewood,Gala Presentations,933,https://2022.tiffr.com/shows/the-woman-king
Women Talking,Sarah Polley,Special Presentations,1307,https://2022.tiffr.com/shows/women-talking
The Wonder,Sebastián Lelio,Special Presentations,893,https://2022.tiffr.com/shows/the-wonder
The Worst Ones,"Romane Gueret, Lise Akoka",Contemporary World Cinema,219,https://2022.tiffr.com/shows/the-worst-ones
The Young Arsonists,Sheila Pye,Discovery,207,https://2022.tiffr.com/shows/the-young-arsonists
Zwigato,Nandita Das,Contemporary World Cinema,178,https://2022.tiffr.com/shows/zwigato
